emp_no,first_name,last_name,birth_date,hire_date
13738,Bangqing,Mitchem,1953-02-05,1988-07-25
13747,Masaru,Capobianchi,1955-05-11,1987-03-06
13766,Tremaine,Heemskerk,1952-05-03,1986-08-18
13768,Sedat,Lovengreen,1953-08-13,1986-11-19
13769,Yakichi,Trogemann,1955-10-07,1986-10-24
13775,Arve,Maierhofer,1955-06-30,1987-10-21
13786,Takushi,Berendt,1952-02-27,1988-07-02
13787,Xiaobin,Sinicrope,1952-08-10,1988-09-19
13788,Takahira,Furedi,1955-05-26,1985-09-22
13792,Valery,Sury,1953-05-06,1985-07-27
13795,Mayuri,Gewali,1954-02-06,1986-08-04
13796,Paloma,Thorelli,1953-07-02,1988-08-28
13801,Shih,Mayerwieser,1952-05-27,1986-03-08
13809,Kiyotoshi,Basagni,1953-07-05,1986-01-12
13815,Guadalupe,Plotkin,1953-04-19,1985-09-09
13825,Arlette,Pell,1955-06-12,1986-08-02
13841,Christophe,Spinelli,1952-12-10,1986-01-09
13842,Juichirou,Cichocki,1954-01-21,1987-11-11
13846,Guiseppe,Welham,1952-08-01,1985-03-20
13853,Mingsen,Roohalamini,1952-03-10,1986-06-02
13859,Anoosh,Fujisawa,1952-08-01,1987-08-23
13883,Kwangyoen,Barreiro,1954-04-04,1988-02-23
13884,Kensei,Swift,1953-05-03,1985-02-18
13894,Ult,Schonegge,1952-11-15,1987-11-28
13904,Youngkon,Cairo,1954-02-19,1987-09-03
13914,Serge,Albarhamtoshy,1955-05-03,1985-08-07
13916,Vidya,Wynblatt,1952-04-25,1986-06-06
13930,Sukumar,Chartres,1952-04-28,1985-11-26
13934,Shiv,Bratsberg,1953-11-20,1988-06-10
13942,Elzbieta,Esteva,1953-04-17,1985-06-13
13951,Mooi,Genther,1953-01-28,1985-12-28
13960,Nechama,Hettesheimer,1953-01-03,1986-01-22
13962,Maris,Ghelli,1955-11-14,1985-05-17
13966,Boguslaw,Cooman,1954-01-03,1988-07-18
13969,Jianwen,Chandrasekhar,1953-06-06,1985-05-29
13979,Turgut,Highland,1953-08-27,1986-06-08
13986,Geraldo,Ramsey,1952-02-16,1985-02-28
13990,Deborah,Schapiro,1952-03-07,1987-10-30
13992,Ulises,Kenevan,1955-09-27,1988-07-27
13999,Florian,Crouzet,1952-11-25,1985-06-11
14005,Vojin,Stellhorn,1955-04-08,1985-05-10
14015,Manibrata,Picaronny,1952-06-21,1987-11-27
14034,Aloys,Seghrouchni,1952-05-07,1985-08-26
14041,Shan,DeMori,1954-05-09,1987-12-22
14045,Ymte,Alpin,1953-06-28,1987-01-21
14067,Godehard,Trachtenberg,1955-04-03,1988-10-21
14088,Mori,Leslie,1953-06-03,1987-11-10
14102,Feixiong,Jording,1955-05-11,1985-04-29
14107,Xiahua,Rindone,1953-01-05,1986-09-04
14111,Leszek,Cummings,1955-03-27,1987-07-12
14113,Along,Herber,1955-07-06,1985-11-17
14118,Kasturi,Anido,1953-03-09,1985-04-06
14139,Sachin,Conry,1955-03-06,1985-06-29
14167,Adas,Hertweck,1953-08-11,1985-12-01
14191,Jiann,Luby,1952-09-07,1987-01-16
14197,Adin,Chachaty,1955-08-25,1987-01-21
14209,Masanao,Kusakabe,1955-10-24,1988-04-06
14220,Tomofumi,Pargas,1952-05-01,1987-12-02
14224,Guther,Conta,1952-02-24,1986-01-30
14232,Masali,Bojadziev,1954-09-19,1987-03-14
14236,Xuedong,Angiulli,1952-06-14,1988-11-07
14237,Abdulla,Gerlach,1954-10-17,1986-06-13
14242,Sudhanshu,Benaini,1955-03-14,1985-06-27
14254,Chikara,Narahara,1953-10-07,1988-04-18
14257,Kwok,Massonet,1952-05-07,1988-06-17
14275,Tristan,Aseltine,1953-08-29,1987-04-16
14287,Masali,Highland,1955-11-29,1985-04-19
14289,Paraskevi,Gist,1955-02-11,1985-12-18
14290,Miyeon,Olivero,1955-01-21,1987-11-12
14292,Susanna,Vigier,1953-08-21,1985-09-16
14293,Qunsheng,Middleton,1955-02-10,1985-05-09
14298,Chriss,Granlund,1953-10-02,1986-12-15
14310,Marlo,Leuchs,1953-06-07,1987-02-23
14320,Sreenivas,Schaar,1953-06-17,1986-06-30
14322,Shem,Kakkad,1952-08-14,1986-10-23
14323,Golgen,Leslie,1952-05-31,1987-03-12
14340,Vitaly,Wixon,1955-01-03,1985-04-03
14344,Otilia,Buescher,1955-02-10,1988-12-16
14345,Barry,Ramsey,1954-08-26,1985-04-06
14354,Mong,Bojadziev,1954-05-30,1985-08-28
14360,Janche,Erbe,1955-05-25,1987-10-24
14372,Saniya,Srimani,1952-04-15,1988-01-23
14380,Shigeu,Heemskerk,1952-05-30,1988-01-30
14384,Tomofumi,Holburn,1954-04-30,1988-02-13
14422,Toshimo,Gadepally,1953-10-09,1985-10-20
14434,Elvis,Maginnis,1954-07-08,1987-11-27
14439,Raimond,Woycyznski,1953-07-27,1986-11-01
14441,Divine,Manders,1954-10-25,1987-03-09
14460,Yagil,Lueh,1955-11-28,1988-01-23
14478,Munehiro,Boissier,1952-05-01,1987-06-25
14481,Moti,Lammel,1952-10-30,1987-08-25
14483,Supot,Marrevee,1954-11-01,1986-01-30
14486,Indrajit,Birdsall,1952-07-06,1986-07-13
14498,Xiong,Selenyi,1953-11-03,1988-10-17
14501,Taizo,Kroft,1952-06-11,1987-06-09
14509,Danil,Aloia,1954-09-05,1987-01-17
14513,Samphel,Barreiro,1953-08-02,1985-07-28
14514,Fay,Denny,1955-05-27,1988-08-17
14515,Kazuhisa,Versino,1952-02-22,1988-07-15
14516,Kristian,Underwood,1955-10-19,1986-11-26
14518,Patricia,Peir,1955-06-19,1986-07-06
14522,Chuanyi,Ranta,1955-08-07,1988-04-23
14533,Kensei,Borovoy,1953-12-18,1985-11-30
14537,Babette,Engelmann,1953-12-03,1986-06-02
14539,Ashish,Danlos,1954-10-17,1985-11-23
14552,Ibibia,Snyers,1953-03-21,1986-09-12
14556,Fatemeh,Zultner,1954-08-27,1985-04-18
14560,Elrique,Driscoll,1952-03-15,1985-05-21
14581,Gao,Condotta,1955-08-05,1988-06-28
14582,Kiyokazu,Morrin,1954-06-07,1985-06-26
14600,Jayson,Cairo,1952-12-22,1988-07-05
14603,Lech,Marquardt,1954-11-13,1986-01-19
14607,Suzette,Selvestrel,1953-06-05,1987-03-03
14620,Jianhua,Erev,1954-06-15,1988-08-04
14621,Souichi,Wixon,1953-01-17,1986-04-15
14632,Gudjon,McClurg,1955-08-02,1987-08-01
14639,Arvind,Hempstead,1954-04-03,1987-11-08
14640,Toshimori,Kornatzky,1952-10-17,1985-05-07
14642,Florian,Kuhnemann,1955-06-29,1987-06-05
14645,Laurentiu,Glinert,1955-03-06,1987-05-01
14648,IEEE,Lorys,1955-03-28,1986-11-16
14655,Jingling,Segond,1955-03-06,1987-06-03
14659,Sashi,Adachi,1952-11-19,1985-03-16
14675,Teunis,Angel,1955-08-02,1988-09-25
14677,Herbert,Sifakis,1955-11-29,1987-02-12
14683,Alois,Basart,1955-03-02,1986-12-02
14690,Yechezkel,Bellone,1953-11-07,1986-02-25
14693,Brewster,Stranks,1952-12-08,1986-05-05
14710,Mahmut,Hainaut,1954-06-03,1988-09-18
14713,Terresa,Ballarin,1955-07-15,1987-10-11
14722,Sachin,Jakobus,1954-06-19,1988-10-25
14723,Constantino,Assaf,1953-08-23,1985-05-24
14724,Aron,Lemarechal,1955-12-19,1986-09-10
14774,Gio,Sigstam,1954-10-05,1988-03-27
14780,Marlo,Bruckman,1952-09-08,1986-09-19
14785,Zhonghua,Kaiser,1955-04-23,1985-10-15
14793,Stein,Uchoa,1954-11-11,1987-02-14
14814,Odysseas,Nishimukai,1955-09-01,1987-10-27
14817,Gaurav,Masaki,1955-04-13,1988-07-09
14821,Oguz,Kilgore,1954-12-09,1987-03-18
14839,Changho,Cronin,1952-09-21,1986-11-13
14846,Magy,Joslin,1954-12-13,1985-10-23
14853,Taiji,Nergos,1952-06-30,1988-03-07
14854,Angus,Perko,1953-05-22,1988-03-12
14865,Ute,Serra,1955-08-28,1986-07-13
14871,Arnd,Kaiserswerth,1954-07-08,1987-08-06
14877,Arto,Meriste,1955-11-15,1988-06-06
14879,Anyuan,Sigstam,1954-02-18,1987-12-29
14888,Temple,Barriga,1952-02-14,1986-12-09
14899,Alejandro,Casley,1954-02-26,1985-02-22
14905,Karsten,Baja,1953-04-19,1987-09-14
14906,Adil,Parveen,1953-01-06,1987-12-11
14908,Kerhong,Flanders,1952-05-27,1985-03-25
14909,Mohan,Kamble,1954-12-31,1988-07-27
14911,Xiaobin,Chelton,1952-10-20,1985-12-30
14914,Gretta,Benzaken,1953-04-20,1988-05-23
14915,Huican,Picco,1952-05-20,1985-02-26
14923,Shuzo,Gyorkos,1953-10-08,1985-05-15
14928,Satoru,Mukaidono,1955-06-23,1985-05-17
14941,Nathan,Lichtner,1952-03-21,1988-12-22
14942,Heon,Benveniste,1955-01-22,1987-11-15
14949,Insup,Reinhart,1952-09-21,1986-02-01
14954,Fox,Magliocco,1955-04-04,1988-08-05
14955,Boguslaw,Kalefeld,1954-06-23,1985-02-03
14959,Kerryn,Hiyoshi,1952-11-08,1988-04-18
14966,Zhanqiu,Underwood,1954-02-23,1986-08-27
14971,Fan,Simmen,1955-04-07,1985-12-02
14983,Hyuckchul,Pouyioutas,1955-06-10,1988-12-26
14987,Tiina,Demeyer,1952-12-14,1988-11-26
14993,Sanjay,Koblitz,1955-10-29,1988-04-20
15005,Kiam,Sadowsky,1954-04-02,1986-05-23
15016,Woody,Gulik,1953-05-27,1988-12-25
15018,Ramalingam,Prenel,1954-08-08,1985-02-28
15019,Qingxiang,Shokrollahi,1953-07-29,1988-11-02
15024,Yurii,Rullman,1955-03-06,1985-04-13
15029,Giordano,Koshino,1954-04-08,1988-03-08
15030,Rasikan,Nourani,1954-02-21,1987-11-09
15036,Ziva,Delgrande,1953-04-22,1985-05-18
15049,Khun,Waymire,1954-12-23,1987-09-17
15052,Flemming,Kranzdorf,1955-02-03,1985-04-05
15055,Shrikanth,Sherertz,1953-03-26,1985-11-23
15066,Tomokazu,Oaver,1953-06-03,1985-06-25
15069,Manton,Siksek,1952-12-08,1987-08-05
15071,Ayonca,Couchot,1953-10-31,1988-10-15
15075,Radoslaw,Rijsenbrij,1952-12-13,1986-04-24
15077,Toshiki,Taubenfeld,1954-11-29,1986-07-19
15082,Guadalupe,Zirintsis,1953-04-06,1986-04-01
15087,Chirstian,Ushiama,1954-10-11,1988-09-14
15089,Giri,Coney,1952-12-01,1987-05-14
15092,Remmert,Bahi,1955-06-22,1985-08-12
15102,Luigi,Axelband,1952-07-02,1988-05-21
15105,Sudhanshu,Itzigehl,1953-03-11,1986-06-09
15113,Zhiguo,Giaccio,1955-07-15,1987-09-14
15114,Pantung,Honglei,1955-08-07,1986-12-21
15133,Kagan,Malinowski,1953-08-05,1988-04-28
15134,Arun,Luiz,1952-08-02,1986-08-16
15145,Haldon,Servieres,1954-08-16,1988-04-19
15151,Urs,Pouyioutas,1953-11-13,1987-07-24
15176,Charlene,Sankaranarayanan,1953-10-11,1987-11-17
15193,Neelam,Schach,1955-12-07,1987-01-16
15196,Souichi,Duclos,1955-03-12,1986-07-31
15199,Heeju,Bernardinello,1953-08-11,1986-10-06
15202,Pranay,Irland,1954-05-22,1986-07-19
15205,Cheong,Rodiger,1955-03-12,1987-10-06
15208,Sudharsan,Shokrollahi,1954-08-17,1985-03-22
15218,Shuky,Conry,1955-05-30,1985-12-22
15228,Mona,Salvesen,1953-11-18,1988-01-17
15230,Keiichiro,Suessmith,1954-01-10,1986-12-10
15234,Jouko,Zhiwei,1955-10-18,1987-09-03
15237,Reinhard,Sadowsky,1953-09-02,1987-08-17
15243,Mountaz,Famili,1954-02-07,1988-04-08
15248,Edwin,Baar,1952-03-17,1986-02-04
15253,Ayonca,Pardalos,1954-03-17,1985-06-06
15258,Guther,Karcich,1953-04-04,1985-04-05
15269,Eric,Reghbati,1955-11-01,1986-08-21
15271,Shiv,Bernardeschi,1953-10-17,1986-12-05
15278,Adam,Rohrbach,1954-03-22,1987-10-29
15292,Miyeon,Lammel,1954-12-26,1986-07-31
15295,Lobel,Peak,1954-06-26,1988-04-25
15312,Deniz,Linnainmaa,1954-08-21,1987-12-26
15324,Ziya,Lunn,1953-05-10,1988-10-10
15329,Fan,Openshaw,1954-12-21,1987-06-09
15330,Jaroslava,Chinal,1955-10-08,1988-05-30
15334,Luerbio,Kuzuoka,1953-11-24,1987-07-06
15337,Masaru,Radivojevic,1953-10-05,1988-08-07
15343,Chaosheng,Luce,1955-05-21,1985-03-12
15354,Chikara,Nyrup,1954-10-08,1985-02-18
15365,Mikhail,Schiettecatte,1952-03-09,1986-08-11
15369,Premal,Penttonen,1952-10-11,1987-04-07
15370,Chuanyi,Nilsson,1955-07-02,1986-09-02
15372,Nahum,Broder,1954-01-22,1988-10-12
15375,Shuho,Manders,1953-02-14,1985-03-01
15377,Shugo,Aumann,1953-12-08,1986-12-19
15382,Alassane,Siegrist,1952-07-28,1985-12-26
15386,Genki,Sambasivam,1955-02-13,1987-05-22
15392,Pradeep,Markovitch,1955-02-07,1985-12-17
15408,Maik,Penttonen,1955-02-27,1988-06-20
15410,Wilmer,Kushner,1954-08-18,1987-06-09
15412,Huai,Thiria,1954-05-17,1985-08-23
15438,Constantijn,Munoz,1953-08-17,1986-12-24
15441,Arvind,Weisert,1954-03-11,1987-05-26
15452,Kazuhira,Weedman,1954-01-14,1985-04-16
15454,Hongzue,Cesareni,1954-05-20,1986-02-27
15470,Weiwu,Huhdanpaa,1952-03-30,1986-07-16
15474,Gilbert,Plumb,1953-09-21,1985-06-30
15479,Zhenbing,Soicher,1955-10-24,1987-01-25
15480,Kwok,Trogemann,1955-08-06,1985-04-07
15504,Kasturi,Alpin,1954-09-12,1987-03-16
15505,Collette,Mikschl,1954-10-18,1986-08-30
15510,Inderjeet,Sethi,1954-01-13,1987-08-29
15511,George,Kowalchuk,1955-12-29,1985-05-11
15518,Uno,Valtorta,1953-01-26,1987-04-19
15525,Masadi,Cherinka,1952-02-18,1985-11-18
15534,Guozhong,Grabner,1954-02-23,1987-05-06
15539,Shigeichiro,Spieker,1955-11-22,1985-08-12
15543,Mingdong,Staelin,1954-05-25,1988-07-30
15545,Masadi,Suri,1953-06-25,1985-09-10
15548,Sanjai,Caine,1954-12-07,1985-10-26
15563,Constantino,Zykh,1952-03-10,1987-04-08
15565,TRUE,Muchinsky,1954-04-27,1986-12-16
15566,Baoqiu,Azuma,1955-09-25,1988-04-11
15569,Rosalie,Garnick,1953-12-27,1988-07-04
15600,Mack,Perna,1954-01-17,1985-04-26
15601,Carrsten,Anily,1954-07-08,1988-12-24
15623,Vishu,Falby,1955-04-03,1985-09-23
15641,Jaana,Roisin,1955-01-28,1986-09-25
15651,Huan,Iwayama,1955-07-15,1985-11-22
15656,Mohammad,Schaaf,1952-05-17,1987-05-26
15666,Pintsang,Rothenberg,1954-09-05,1987-01-27
15682,Hiroyasu,Przulj,1953-01-07,1988-06-20
15687,Dekang,Ambroszkiewicz,1955-08-26,1986-12-09
15703,Chenye,Hanratty,1955-05-02,1985-11-18
15708,Reuven,Kushnir,1955-03-04,1988-11-26
15714,Troy,Bala,1952-10-02,1986-06-24
15715,Insup,Ibel,1955-02-26,1987-10-24
15726,Zhilian,Parascandalo,1954-12-23,1985-07-03
15728,Jaewon,Nooteboom,1955-04-10,1986-05-30
15739,Poorav,Bahr,1953-10-29,1987-02-12
15740,Stepehn,Pocchiola,1954-02-22,1988-03-03
15750,Arumugam,Bresenham,1952-07-04,1986-11-29
15753,Sanjay,Breugel,1954-11-15,1986-04-22
15762,Kien,Impagliazzo,1955-04-26,1987-12-23
15765,Tonny,Taubenfeld,1955-01-19,1988-01-29
15767,Baocai,Broomell,1954-07-30,1985-06-08
15769,Pranay,Oskamp,1954-01-06,1986-06-16
15788,Taegyun,Deyuan,1952-12-23,1988-03-14
15799,Manton,Gelosh,1952-03-25,1988-05-07
15809,Mingsen,Antonisse,1955-05-09,1988-06-07
15819,Magdalena,Rajcani,1955-04-10,1987-09-18
15821,Aleksander,Antonakopoulos,1954-02-03,1988-06-09
15846,Bowen,Litecky,1953-05-29,1988-10-02
15861,Gio,Anido,1952-02-24,1988-02-10
15866,Angel,Seiwald,1952-12-21,1986-10-03
15869,Guoxiang,Bala,1954-12-15,1988-08-21
15876,Munehiro,Vakili,1952-09-13,1985-08-02
15877,Yannik,Kroll,1955-03-01,1986-03-02
15880,Miquel,Dechter,1955-01-23,1986-01-30
15889,Sasan,Azumi,1955-03-06,1986-02-03
15892,Lunjin,Pettis,1955-01-29,1986-09-20
15901,Marsja,Fargier,1953-07-05,1987-09-23
15902,Kazuhide,Stille,1954-09-09,1985-06-27
15905,DeForest,Petersohn,1952-10-08,1987-09-20
15911,Shaibal,Viele,1952-08-29,1986-06-10
15912,Piyawadee,Cichocki,1954-01-09,1985-07-17
15920,Sanjit,Laurillard,1954-02-08,1988-10-04
15934,Kensyu,Shinomoto,1955-02-06,1985-11-21
15938,Garnik,Covnot,1952-05-06,1988-10-16
15942,Murthy,Rosca,1955-07-07,1986-09-09
15943,Yakkov,Demke,1953-12-31,1986-10-18
15945,Hauke,Larfeldt,1952-09-05,1986-11-15
15946,Sham,Onuegbe,1954-02-19,1985-03-28
15948,Karoline,Versino,1955-03-05,1986-01-14
15955,Yuguang,Dratva,1953-12-30,1986-03-31
15971,Arumugam,Aloia,1954-09-07,1988-05-03
15977,King,Ballarin,1955-04-30,1985-11-06
15978,Kaijung,Wielonsky,1954-01-31,1986-11-14
15993,Yoshimitsu,Peir,1952-07-03,1988-03-23
16000,Marek,Demos,1952-02-09,1985-04-03
16018,Boutros,Papadias,1954-03-11,1987-10-06
16019,Chaoyi,Heystek,1955-11-30,1985-08-01
16025,Doowon,Luce,1952-04-06,1985-08-17
16028,JiYoung,Takkinen,1952-09-20,1988-08-12
16033,Wayne,Spelt,1954-08-06,1986-07-14
16052,Maria,Rodham,1952-06-13,1985-11-24
16066,Marsha,Penn,1952-12-05,1985-09-16
16068,Leandro,Zongker,1952-03-05,1986-09-21
16076,Marko,Ebeling,1954-11-04,1985-12-21
16077,Kannan,Heemskerk,1952-10-12,1987-07-02
16086,Mohammad,Denos,1953-03-25,1986-04-09
16094,Berto,Rosar,1953-04-14,1985-08-31
16099,Mohan,Ferretti,1953-10-14,1987-04-20
16105,Alper,Tetzlaff,1955-09-05,1985-12-31
16126,Tse,Crabtree,1955-09-23,1988-05-29
16130,Kerryn,Belinskaya,1955-09-07,1988-11-19
16134,Annemarie,Chaudhuri,1952-08-07,1986-10-09
16138,Leucio,Krzyzanowski,1952-05-30,1986-04-29
16146,Cathie,Meriste,1955-02-23,1986-12-22
16154,Monique,Docker,1954-10-22,1987-11-07
16164,Janche,Kinley,1955-01-13,1986-08-29
16185,Marin,Winter,1953-03-03,1987-04-28
16192,Leandro,Sigstam,1954-04-14,1986-10-23
16201,Krassimir,Olano,1952-11-18,1987-08-13
16203,Mori,Kulisch,1955-01-08,1986-05-19
16212,Izaskun,Glinert,1955-06-05,1985-12-05
16222,Shaz,Thummel,1955-12-04,1988-10-21
16227,Hitomi,Vural,1953-09-30,1985-09-25
16229,Ronnie,Lanzelotte,1955-12-24,1988-09-06
16230,Ung,Babu,1955-07-16,1985-08-08
16233,Sushant,Baba,1955-11-17,1987-03-24
16234,Jacopo,Basart,1954-01-18,1986-05-14
16237,Slavian,Leaver,1955-12-04,1987-08-12
16246,Makato,Masaki,1954-08-18,1985-06-25
16252,Carrsten,Mattern,1954-01-20,1988-07-10
16255,Tomokazu,Ohori,1953-11-16,1988-12-06
16266,Mikhail,Sethi,1952-03-12,1985-10-25
16272,Shuho,Zeleznik,1953-07-23,1986-04-16
16274,Sadun,Navazio,1953-06-02,1986-05-19
16302,Bedir,Speek,1955-06-11,1985-08-10
16324,Billie,Bazzichi,1955-07-23,1986-10-23
16331,Giap,Garnham,1953-03-30,1985-12-25
16337,Hironoby,Schaad,1953-05-05,1986-11-07
16341,Boutros,Fendler,1955-09-18,1985-11-01
16355,Nikolaos,Luca,1953-03-16,1985-09-02
16360,Sham,Jonsson,1952-09-16,1987-10-10
16364,Yifei,Gini,1953-11-15,1988-09-19
16365,Janalee,Mellouli,1954-04-29,1985-04-27
16373,Narain,Aseltine,1954-05-09,1987-07-10
16377,Duri,Stanger,1952-10-27,1988-10-02
16380,Zhilian,Chleq,1955-05-02,1986-06-01
16382,Chaoyi,Talmon,1955-05-23,1987-05-05
16383,Lidong,Czap,1952-07-22,1986-09-24
16388,Subhankar,Georgatos,1952-05-03,1988-10-17
16396,Guangming,Yoshimura,1953-10-16,1987-09-14
16397,Shimshon,Cusworth,1953-12-22,1985-05-24
16398,Limsoon,Krzyzanowski,1955-01-24,1988-11-07
16399,Apostol,Collette,1954-06-04,1988-07-12
16404,Rafols,Rabehasaina,1955-07-02,1987-07-19
16412,Moss,Tokunaga,1953-12-11,1988-01-13
16425,Idoia,Beerel,1955-10-10,1987-10-10
16438,Abdulla,Demeyer,1953-03-31,1985-05-17
16446,Jouko,Chinin,1955-05-10,1987-07-06
16447,Zhiguo,Savasere,1952-02-03,1987-04-28
16448,Tsvetan,Zwicker,1953-02-19,1985-02-15
16453,Goncalo,Basart,1953-09-23,1986-12-16
16471,Bogdan,Birta,1955-10-05,1988-12-02
16478,Bedir,Wroclawski,1952-02-27,1988-09-27
16479,Jixiang,Eiter,1955-01-23,1986-04-14
16486,Sanjay,Perin,1955-12-22,1986-03-18
16487,Arunas,Yemenis,1955-01-09,1985-10-24
16490,Muzhong,Thiria,1955-05-16,1987-04-06
16491,Emdad,Radwan,1952-12-03,1988-05-28
16500,Elvis,Servieres,1953-02-02,1985-07-15
16504,Mong,Cromarty,1955-02-14,1987-03-11
16510,Mototsugu,Vecchio,1954-10-28,1986-04-06
16537,Weidon,Seiwald,1952-05-18,1986-01-15
16539,Gretta,Fetvedt,1953-06-09,1987-12-07
16546,Sangeeta,Lanphier,1954-06-09,1986-03-16
16549,Olivera,Thibadeau,1953-11-24,1985-07-06
16551,Sadegh,Ranon,1952-03-13,1986-08-21
16556,Mostafa,Hiltgen,1954-05-22,1987-12-27
16557,Fan,Majewski,1954-02-28,1985-06-20
16567,Hein,Senzako,1954-03-19,1987-06-17
16570,Uta,Matzen,1954-08-26,1988-12-15
16580,Masaru,Valiente,1952-12-17,1986-06-20
16607,Vishwani,Honglei,1955-02-19,1987-09-18
16608,Boguslaw,Greibach,1953-08-23,1987-04-29
16619,Arvind,Boguraev,1953-09-28,1987-09-20
16657,Yongdong,Heyers,1955-05-29,1986-07-12
16658,Florian,Soicher,1952-08-28,1986-01-18
16672,Georgi,Peris,1955-04-25,1986-03-13
16674,Duke,Takanami,1955-11-13,1988-08-30
16679,Domenick,Cummings,1955-07-26,1986-09-25
16683,Hatem,Ghandeharizadeh,1955-05-30,1986-11-19
16706,Gad,Krone,1952-11-15,1987-05-04
16716,Ramachenga,Zumaque,1952-04-16,1985-10-22
16719,Sasan,Benantar,1954-09-30,1986-03-25
16723,Mohd,Randt,1955-05-30,1986-12-24
16729,Kirk,Broomell,1953-04-16,1988-12-31
16731,Domenico,Versino,1953-10-21,1986-04-15
16733,Zijian,Serna,1955-08-02,1986-07-28
16759,Vojin,Masaki,1952-10-24,1987-01-10
16799,Shigeichiro,Bamford,1953-12-27,1986-04-26
16801,Gila,Strooper,1953-05-23,1987-12-16
16803,Ziva,Rohrbach,1954-11-12,1985-03-14
16806,Sreekrishna,Dayana,1952-06-13,1988-06-25
16808,Kiyokazu,Katiyar,1955-04-17,1987-11-10
16832,Mads,Binkley,1954-04-30,1985-02-26
16851,Leon,Stasinski,1953-08-09,1985-06-09
16852,Yefim,Fontet,1953-09-14,1985-05-14
16858,Akeno,Gustavson,1952-07-05,1988-03-18
16862,JiYoung,Eppinger,1955-11-03,1985-04-06
16864,Candido,Gecsel,1954-11-01,1987-10-29
16868,Gou,Vandervoorde,1952-06-09,1985-12-14
16869,Yakkov,Huttel,1954-12-11,1987-11-13
16871,Munir,Stiles,1953-12-02,1986-08-23
16875,Nikolaos,Radhakrishnan,1955-03-24,1987-05-16
16880,Honesty,Bresenham,1953-04-26,1986-08-24
16885,Ronghao,Stentiford,1953-12-18,1986-05-26
16897,Charlene,Ebeling,1953-05-07,1985-12-08
16910,Kazunori,Botman,1953-03-06,1986-05-29
16919,Tesuya,Yurov,1953-12-23,1987-01-13
16921,Evgueni,Yeung,1952-03-28,1988-01-21
16929,Murthy,Burnard,1954-03-02,1987-05-19
16954,Akhilish,Apsitis,1953-10-31,1986-08-06
16955,Sangeeta,Marrakchi,1955-09-05,1985-05-22
16969,Sanjit,Braccini,1955-02-10,1988-10-26
16986,Hirochika,Gecseg,1952-10-28,1985-06-12
16988,Xiong,Peron,1952-03-18,1988-05-30
16993,Hongzue,Dahlbom,1954-12-28,1986-05-29
16996,Shigenori,Millington,1952-04-10,1988-12-15
16999,Bezalel,Sadowsky,1952-04-01,1987-12-12
17012,Valdiodio,Petereit,1953-03-29,1985-11-04
17018,Berhard,Tasistro,1955-04-01,1986-02-20
17024,Ewing,Siepmann,1953-11-14,1987-07-12
17041,Nishit,Montemayor,1952-03-07,1987-01-19
17046,Fay,Kornyak,1954-06-08,1987-07-22
17047,Qingxiang,Rijsenbrij,1953-07-19,1987-12-07
17048,Christoph,Murthy,1954-08-24,1988-09-26
17055,Marin,Wixon,1955-01-25,1988-01-05
17063,Anoosh,Thiran,1952-05-18,1985-12-12
17066,Heping,Ruther,1953-01-01,1987-02-27
17068,Bodh,Gopalakrishnan,1953-10-17,1987-02-17
17072,Richara,Bala,1954-07-04,1986-12-12
17076,Gudjon,Hitomi,1954-10-01,1987-01-04
17078,Gill,Hinsberger,1954-10-22,1987-03-31
17081,Weiru,Murtafg,1952-05-01,1985-12-28
17089,Rafail,Erman,1954-02-08,1985-04-10
17097,Cathie,Berztiss,1952-05-01,1985-03-19
17098,Xuedong,Gelosh,1955-02-22,1988-02-13
17101,Sandeepan,Compeau,1955-06-14,1987-10-17
17102,Radhika,Garnick,1954-01-23,1985-04-03
17103,Takahiro,Feldmann,1953-04-03,1985-05-09
17112,Yuguang,Vickson,1954-03-04,1988-07-14
17120,Yifei,Polupanov,1952-11-12,1987-02-09
17125,Akhilish,Zweizig,1953-02-09,1985-10-17
17126,Matk,Schapire,1952-02-11,1986-11-30
17140,Mabhin,Schwabacher,1952-10-21,1985-04-19
17143,Ziyad,Munke,1955-06-21,1985-09-10
17146,Aemilian,Barbanera,1955-11-15,1986-08-27
17154,Aria,Milicia,1954-06-26,1987-03-31
17158,Danai,Vecchio,1954-02-21,1988-09-03
17159,Quingbo,Mitchem,1952-09-11,1987-10-22
17160,Shay,Montemayor,1952-09-26,1988-02-22
17163,Yurii,Papsdorf,1955-05-18,1988-03-12
17185,Danai,Wilfing,1953-08-27,1987-01-19
17199,Vasilis,Guardalben,1953-12-27,1987-01-18
17204,Jacqueline,Erdmenger,1954-03-03,1987-02-06
17215,Junichi,Langford,1953-08-22,1985-03-07
17220,Lorien,Panwar,1955-07-09,1988-11-14
17222,Leen,Muchinsky,1954-04-25,1987-10-04
17224,Denis,Back,1955-04-06,1985-07-29
17235,Ronnie,Rissanen,1954-02-14,1985-06-13
17236,Matk,Merro,1954-08-15,1987-02-02
17245,Neven,Milicia,1952-09-29,1987-06-06
17260,Abdulah,Famili,1954-11-10,1987-05-18
17275,Shmuel,Danlos,1952-08-05,1985-08-30
17277,Arnd,Hopewell,1955-08-15,1987-08-25
17280,Xuejia,Merle,1954-07-03,1986-07-25
17285,Mario,Weiland,1952-09-11,1986-11-07
17293,Demin,Alpin,1955-06-20,1986-03-01
