first_name,last_name,birth_date,hire_date
Abdulla,Gerlach,10/17/1954,6/13/1986
Sudhanshu,Benaini,3/14/1955,6/27/1985
Chikara,Narahara,10/7/1953,4/18/1988
Kwok,Massonet,5/7/1952,6/17/1988
Tristan,Aseltine,8/29/1953,4/16/1987
Masali,Highland,11/29/1955,4/19/1985
Paraskevi,Gist,2/11/1955,12/18/1985
Miyeon,Olivero,1/21/1955,11/12/1987
Susanna,Vigier,8/21/1953,9/16/1985
Qunsheng,Middleton,2/10/1955,5/9/1985
Chriss,Granlund,10/2/1953,12/15/1986
Marlo,Leuchs,6/7/1953,2/23/1987
Sreenivas,Schaar,6/17/1953,6/30/1986
Shem,Kakkad,8/14/1952,10/23/1986
Golgen,Leslie,5/31/1952,3/12/1987
Vitaly,Wixon,1/3/1955,4/3/1985
Otilia,Buescher,2/10/1955,12/16/1988
Barry,Ramsey,8/26/1954,4/6/1985
Mong,Bojadziev,5/30/1954,8/28/1985
Janche,Erbe,5/25/1955,10/24/1987
Saniya,Srimani,4/15/1952,1/23/1988
Shigeu,Heemskerk,5/30/1952,1/30/1988
Tomofumi,Holburn,4/30/1954,2/13/1988
Toshimo,Gadepally,10/9/1953,10/20/1985
Elvis,Maginnis,7/8/1954,11/27/1987
Raimond,Woycyznski,7/27/1953,11/1/1986
Divine,Manders,10/25/1954,3/9/1987
Yagil,Lueh,11/28/1955,1/23/1988
Munehiro,Boissier,5/1/1952,6/25/1987
Moti,Lammel,10/30/1952,8/25/1987
Supot,Marrevee,11/1/1954,1/30/1986
Indrajit,Birdsall,7/6/1952,7/13/1986
Xiong,Selenyi,11/3/1953,10/17/1988
Taizo,Kroft,6/11/1952,6/9/1987
Danil,Aloia,9/5/1954,1/17/1987
Samphel,Barreiro,8/2/1953,7/28/1985
Fay,Denny,5/27/1955,8/17/1988
Kazuhisa,Versino,2/22/1952,7/15/1988
Kristian,Underwood,10/19/1955,11/26/1986
Patricia,Peir,6/19/1955,7/6/1986
Chuanyi,Ranta,8/7/1955,4/23/1988
Kensei,Borovoy,12/18/1953,11/30/1985
Babette,Engelmann,12/3/1953,6/2/1986
Ashish,Danlos,10/17/1954,11/23/1985
Ibibia,Snyers,3/21/1953,9/12/1986
Fatemeh,Zultner,8/27/1954,4/18/1985
Elrique,Driscoll,3/15/1952,5/21/1985
Gao,Condotta,8/5/1955,6/28/1988
Kiyokazu,Morrin,6/7/1954,6/26/1985
Jayson,Cairo,12/22/1952,7/5/1988
Lech,Marquardt,11/13/1954,1/19/1986
Suzette,Selvestrel,6/5/1953,3/3/1987
Jianhua,Erev,6/15/1954,8/4/1988
Souichi,Wixon,1/17/1953,4/15/1986
Gudjon,McClurg,8/2/1955,8/1/1987
Arvind,Hempstead,4/3/1954,11/8/1987
Toshimori,Kornatzky,10/17/1952,5/7/1985
Florian,Kuhnemann,6/29/1955,6/5/1987
Laurentiu,Glinert,3/6/1955,5/1/1987
IEEE,Lorys,3/28/1955,11/16/1986
Jingling,Segond,3/6/1955,6/3/1987
Sashi,Adachi,11/19/1952,3/16/1985
Teunis,Angel,8/2/1955,9/25/1988
Herbert,Sifakis,11/29/1955,2/12/1987
Alois,Basart,3/2/1955,12/2/1986
Yechezkel,Bellone,11/7/1953,2/25/1986
Brewster,Stranks,12/8/1952,5/5/1986
Mahmut,Hainaut,6/3/1954,9/18/1988
Terresa,Ballarin,7/15/1955,10/11/1987
Sachin,Jakobus,6/19/1954,10/25/1988
Constantino,Assaf,8/23/1953,5/24/1985
Aron,Lemarechal,12/19/1955,9/10/1986
Gio,Sigstam,10/5/1954,3/27/1988
Marlo,Bruckman,9/8/1952,9/19/1986
Zhonghua,Kaiser,4/23/1955,10/15/1985
Stein,Uchoa,11/11/1954,2/14/1987
Odysseas,Nishimukai,9/1/1955,10/27/1987
Gaurav,Masaki,4/13/1955,7/9/1988
Oguz,Kilgore,12/9/1954,3/18/1987
Changho,Cronin,9/21/1952,11/13/1986
Magy,Joslin,12/13/1954,10/23/1985
Taiji,Nergos,6/30/1952,3/7/1988
Angus,Perko,5/22/1953,3/12/1988
Ute,Serra,8/28/1955,7/13/1986
Arnd,Kaiserswerth,7/8/1954,8/6/1987
Arto,Meriste,11/15/1955,6/6/1988
Anyuan,Sigstam,2/18/1954,12/29/1987
Temple,Barriga,2/14/1952,12/9/1986
Alejandro,Casley,2/26/1954,2/22/1985
Karsten,Baja,4/19/1953,9/14/1987
Adil,Parveen,1/6/1953,12/11/1987
Kerhong,Flanders,5/27/1952,3/25/1985
Mohan,Kamble,12/31/1954,7/27/1988
Xiaobin,Chelton,10/20/1952,12/30/1985
Gretta,Benzaken,4/20/1953,5/23/1988
Huican,Picco,5/20/1952,2/26/1985
Shuzo,Gyorkos,10/8/1953,5/15/1985
Satoru,Mukaidono,6/23/1955,5/17/1985
Nathan,Lichtner,3/21/1952,12/22/1988
Heon,Benveniste,1/22/1955,11/15/1987
Insup,Reinhart,9/21/1952,2/1/1986
Fox,Magliocco,4/4/1955,8/5/1988
Boguslaw,Kalefeld,6/23/1954,2/3/1985
Kerryn,Hiyoshi,11/8/1952,4/18/1988
Zhanqiu,Underwood,2/23/1954,8/27/1986
Fan,Simmen,4/7/1955,12/2/1985
Hyuckchul,Pouyioutas,6/10/1955,12/26/1988
Tiina,Demeyer,12/14/1952,11/26/1988
Sanjay,Koblitz,10/29/1955,4/20/1988
Kiam,Sadowsky,4/2/1954,5/23/1986
Woody,Gulik,5/27/1953,12/25/1988
Ramalingam,Prenel,8/8/1954,2/28/1985
Qingxiang,Shokrollahi,7/29/1953,11/2/1988
Yurii,Rullman,3/6/1955,4/13/1985
Giordano,Koshino,4/8/1954,3/8/1988
Rasikan,Nourani,2/21/1954,11/9/1987
Ziva,Delgrande,4/22/1953,5/18/1985
Khun,Waymire,12/23/1954,9/17/1987
Flemming,Kranzdorf,2/3/1955,4/5/1985
Shrikanth,Sherertz,3/26/1953,11/23/1985
Tomokazu,Oaver,6/3/1953,6/25/1985
Manton,Siksek,12/8/1952,8/5/1987
Ayonca,Couchot,10/31/1953,10/15/1988
Radoslaw,Rijsenbrij,12/13/1952,4/24/1986
Toshiki,Taubenfeld,11/29/1954,7/19/1986
Guadalupe,Zirintsis,4/6/1953,4/1/1986
Chirstian,Ushiama,10/11/1954,9/14/1988
Giri,Coney,12/1/1952,5/14/1987
Remmert,Bahi,6/22/1955,8/12/1985
Luigi,Axelband,7/2/1952,5/21/1988
Sudhanshu,Itzigehl,3/11/1953,6/9/1986
Zhiguo,Giaccio,7/15/1955,9/14/1987
Pantung,Honglei,8/7/1955,12/21/1986
Kagan,Malinowski,8/5/1953,4/28/1988
Arun,Luiz,8/2/1952,8/16/1986
Haldon,Servieres,8/16/1954,4/19/1988
Urs,Pouyioutas,11/13/1953,7/24/1987
Charlene,Sankaranarayanan,10/11/1953,11/17/1987
Neelam,Schach,12/7/1955,1/16/1987
Souichi,Duclos,3/12/1955,7/31/1986
Heeju,Bernardinello,8/11/1953,10/6/1986
Pranay,Irland,5/22/1954,7/19/1986
Cheong,Rodiger,3/12/1955,10/6/1987
Sudharsan,Shokrollahi,8/17/1954,3/22/1985
Shuky,Conry,5/30/1955,12/22/1985
Mona,Salvesen,11/18/1953,1/17/1988
Keiichiro,Suessmith,1/10/1954,12/10/1986
Jouko,Zhiwei,10/18/1955,9/3/1987
Reinhard,Sadowsky,9/2/1953,8/17/1987
Mountaz,Famili,2/7/1954,4/8/1988
Edwin,Baar,3/17/1952,2/4/1986
Ayonca,Pardalos,3/17/1954,6/6/1985
Guther,Karcich,4/4/1953,4/5/1985
Eric,Reghbati,11/1/1955,8/21/1986
Shiv,Bernardeschi,10/17/1953,12/5/1986
Adam,Rohrbach,3/22/1954,10/29/1987
Miyeon,Lammel,12/26/1954,7/31/1986
Lobel,Peak,6/26/1954,4/25/1988
Deniz,Linnainmaa,8/21/1954,12/26/1987
Ziya,Lunn,5/10/1953,10/10/1988
Fan,Openshaw,12/21/1954,6/9/1987
Jaroslava,Chinal,10/8/1955,5/30/1988
Luerbio,Kuzuoka,11/24/1953,7/6/1987
Masaru,Radivojevic,10/5/1953,8/7/1988
Chaosheng,Luce,5/21/1955,3/12/1985
Chikara,Nyrup,10/8/1954,2/18/1985
Mikhail,Schiettecatte,3/9/1952,8/11/1986
Premal,Penttonen,10/11/1952,4/7/1987
Chuanyi,Nilsson,7/2/1955,9/2/1986
Nahum,Broder,1/22/1954,10/12/1988
Shuho,Manders,2/14/1953,3/1/1985
Shugo,Aumann,12/8/1953,12/19/1986
Alassane,Siegrist,7/28/1952,12/26/1985
Genki,Sambasivam,2/13/1955,5/22/1987
Pradeep,Markovitch,2/7/1955,12/17/1985
Maik,Penttonen,2/27/1955,6/20/1988
Wilmer,Kushner,8/18/1954,6/9/1987
Huai,Thiria,5/17/1954,8/23/1985
Constantijn,Munoz,8/17/1953,12/24/1986
Arvind,Weisert,3/11/1954,5/26/1987
Kazuhira,Weedman,1/14/1954,4/16/1985
Hongzue,Cesareni,5/20/1954,2/27/1986
Weiwu,Huhdanpaa,3/30/1952,7/16/1986
Gilbert,Plumb,9/21/1953,6/30/1985
Zhenbing,Soicher,10/24/1955,1/25/1987
Kwok,Trogemann,8/6/1955,4/7/1985
Kasturi,Alpin,9/12/1954,3/16/1987
Collette,Mikschl,10/18/1954,8/30/1986
Inderjeet,Sethi,1/13/1954,8/29/1987
George,Kowalchuk,12/29/1955,5/11/1985
Uno,Valtorta,1/26/1953,4/19/1987
Masadi,Cherinka,2/18/1952,11/18/1985
Guozhong,Grabner,2/23/1954,5/6/1987
Shigeichiro,Spieker,11/22/1955,8/12/1985
Mingdong,Staelin,5/25/1954,7/30/1988
Masadi,Suri,6/25/1953,9/10/1985
Sanjai,Caine,12/7/1954,10/26/1985
Constantino,Zykh,3/10/1952,4/8/1987
TRUE,Muchinsky,4/27/1954,12/16/1986
Baoqiu,Azuma,9/25/1955,4/11/1988
Rosalie,Garnick,12/27/1953,7/4/1988
Mack,Perna,1/17/1954,4/26/1985
Carrsten,Anily,7/8/1954,12/24/1988
Vishu,Falby,4/3/1955,9/23/1985
Jaana,Roisin,1/28/1955,9/25/1986
Huan,Iwayama,7/15/1955,11/22/1985
Mohammad,Schaaf,5/17/1952,5/26/1987
Pintsang,Rothenberg,9/5/1954,1/27/1987
Hiroyasu,Przulj,1/7/1953,6/20/1988
Dekang,Ambroszkiewicz,8/26/1955,12/9/1986
Chenye,Hanratty,5/2/1955,11/18/1985
Reuven,Kushnir,3/4/1955,11/26/1988
Troy,Bala,10/2/1952,6/24/1986
Insup,Ibel,2/26/1955,10/24/1987
Zhilian,Parascandalo,12/23/1954,7/3/1985
Jaewon,Nooteboom,4/10/1955,5/30/1986
Poorav,Bahr,10/29/1953,2/12/1987
Stepehn,Pocchiola,2/22/1954,3/3/1988
Arumugam,Bresenham,7/4/1952,11/29/1986
Sanjay,Breugel,11/15/1954,4/22/1986
Kien,Impagliazzo,4/26/1955,12/23/1987
Tonny,Taubenfeld,1/19/1955,1/29/1988
Baocai,Broomell,7/30/1954,6/8/1985
Pranay,Oskamp,1/6/1954,6/16/1986
Taegyun,Deyuan,12/23/1952,3/14/1988
Manton,Gelosh,3/25/1952,5/7/1988
Mingsen,Antonisse,5/9/1955,6/7/1988
Magdalena,Rajcani,4/10/1955,9/18/1987
Aleksander,Antonakopoulos,2/3/1954,6/9/1988
Bowen,Litecky,5/29/1953,10/2/1988
Gio,Anido,2/24/1952,2/10/1988
Angel,Seiwald,12/21/1952,10/3/1986
Guoxiang,Bala,12/15/1954,8/21/1988
Munehiro,Vakili,9/13/1952,8/2/1985
Yannik,Kroll,3/1/1955,3/2/1986
Miquel,Dechter,1/23/1955,1/30/1986
Sasan,Azumi,3/6/1955,2/3/1986
Lunjin,Pettis,1/29/1955,9/20/1986
Marsja,Fargier,7/5/1953,9/23/1987
Kazuhide,Stille,9/9/1954,6/27/1985
DeForest,Petersohn,10/8/1952,9/20/1987
Shaibal,Viele,8/29/1952,6/10/1986
Piyawadee,Cichocki,1/9/1954,7/17/1985
Sanjit,Laurillard,2/8/1954,10/4/1988
Kensyu,Shinomoto,2/6/1955,11/21/1985
Garnik,Covnot,5/6/1952,10/16/1988
Murthy,Rosca,7/7/1955,9/9/1986
Yakkov,Demke,12/31/1953,10/18/1986
Hauke,Larfeldt,9/5/1952,11/15/1986
Sham,Onuegbe,2/19/1954,3/28/1985
Karoline,Versino,3/5/1955,1/14/1986
Yuguang,Dratva,12/30/1953,3/31/1986
Arumugam,Aloia,9/7/1954,5/3/1988
King,Ballarin,4/30/1955,11/6/1985
Kaijung,Wielonsky,1/31/1954,11/14/1986
Yoshimitsu,Peir,7/3/1952,3/23/1988
Marek,Demos,2/9/1952,4/3/1985
Boutros,Papadias,3/11/1954,10/6/1987
Chaoyi,Heystek,11/30/1955,8/1/1985
Doowon,Luce,4/6/1952,8/17/1985
JiYoung,Takkinen,9/20/1952,8/12/1988
Wayne,Spelt,8/6/1954,7/14/1986
Maria,Rodham,6/13/1952,11/24/1985
Marsha,Penn,12/5/1952,9/16/1985
Leandro,Zongker,3/5/1952,9/21/1986
Marko,Ebeling,11/4/1954,12/21/1985
Kannan,Heemskerk,10/12/1952,7/2/1987
Mohammad,Denos,3/25/1953,4/9/1986
Berto,Rosar,4/14/1953,8/31/1985
Mohan,Ferretti,10/14/1953,4/20/1987
Alper,Tetzlaff,9/5/1955,12/31/1985
Tse,Crabtree,9/23/1955,5/29/1988
Kerryn,Belinskaya,9/7/1955,11/19/1988
Annemarie,Chaudhuri,8/7/1952,10/9/1986
Leucio,Krzyzanowski,5/30/1952,4/29/1986
Cathie,Meriste,2/23/1955,12/22/1986
Monique,Docker,10/22/1954,11/7/1987
Janche,Kinley,1/13/1955,8/29/1986
Marin,Winter,3/3/1953,4/28/1987
Leandro,Sigstam,4/14/1954,10/23/1986
Krassimir,Olano,11/18/1952,8/13/1987
Mori,Kulisch,1/8/1955,5/19/1986
Izaskun,Glinert,6/5/1955,12/5/1985
Shaz,Thummel,12/4/1955,10/21/1988
Hitomi,Vural,9/30/1953,9/25/1985
Ronnie,Lanzelotte,12/24/1955,9/6/1988
Ung,Babu,7/16/1955,8/8/1985
Sushant,Baba,11/17/1955,3/24/1987
Jacopo,Basart,1/18/1954,5/14/1986
Slavian,Leaver,12/4/1955,8/12/1987
Makato,Masaki,8/18/1954,6/25/1985
Carrsten,Mattern,1/20/1954,7/10/1988
Tomokazu,Ohori,11/16/1953,12/6/1988
Mikhail,Sethi,3/12/1952,10/25/1985
Shuho,Zeleznik,7/23/1953,4/16/1986
Sadun,Navazio,6/2/1953,5/19/1986
Bedir,Speek,6/11/1955,8/10/1985
Billie,Bazzichi,7/23/1955,10/23/1986
Giap,Garnham,3/30/1953,12/25/1985
Hironoby,Schaad,5/5/1953,11/7/1986
Boutros,Fendler,9/18/1955,11/1/1985
Nikolaos,Luca,3/16/1953,9/2/1985
Sham,Jonsson,9/16/1952,10/10/1987
Yifei,Gini,11/15/1953,9/19/1988
Janalee,Mellouli,4/29/1954,4/27/1985
Narain,Aseltine,5/9/1954,7/10/1987
Duri,Stanger,10/27/1952,10/2/1988
Zhilian,Chleq,5/2/1955,6/1/1986
Chaoyi,Talmon,5/23/1955,5/5/1987
Lidong,Czap,7/22/1952,9/24/1986
Subhankar,Georgatos,5/3/1952,10/17/1988
Guangming,Yoshimura,10/16/1953,9/14/1987
Shimshon,Cusworth,12/22/1953,5/24/1985
Limsoon,Krzyzanowski,1/24/1955,11/7/1988
Apostol,Collette,6/4/1954,7/12/1988
Rafols,Rabehasaina,7/2/1955,7/19/1987
Moss,Tokunaga,12/11/1953,1/13/1988
Idoia,Beerel,10/10/1955,10/10/1987
Abdulla,Demeyer,3/31/1953,5/17/1985
Jouko,Chinin,5/10/1955,7/6/1987
Zhiguo,Savasere,2/3/1952,4/28/1987
Tsvetan,Zwicker,2/19/1953,2/15/1985
Goncalo,Basart,9/23/1953,12/16/1986
Bogdan,Birta,10/5/1955,12/2/1988
Bedir,Wroclawski,2/27/1952,9/27/1988
Jixiang,Eiter,1/23/1955,4/14/1986
Sanjay,Perin,12/22/1955,3/18/1986
Arunas,Yemenis,1/9/1955,10/24/1985
Muzhong,Thiria,5/16/1955,4/6/1987
Emdad,Radwan,12/3/1952,5/28/1988
Elvis,Servieres,2/2/1953,7/15/1985
Mong,Cromarty,2/14/1955,3/11/1987
Mototsugu,Vecchio,10/28/1954,4/6/1986
Weidon,Seiwald,5/18/1952,1/15/1986
Gretta,Fetvedt,6/9/1953,12/7/1987
Sangeeta,Lanphier,6/9/1954,3/16/1986
Olivera,Thibadeau,11/24/1953,7/6/1985
Sadegh,Ranon,3/13/1952,8/21/1986
Mostafa,Hiltgen,5/22/1954,12/27/1987
Fan,Majewski,2/28/1954,6/20/1985
Hein,Senzako,3/19/1954,6/17/1987
Uta,Matzen,8/26/1954,12/15/1988
Masaru,Valiente,12/17/1952,6/20/1986
Vishwani,Honglei,2/19/1955,9/18/1987
Boguslaw,Greibach,8/23/1953,4/29/1987
Arvind,Boguraev,9/28/1953,9/20/1987
Yongdong,Heyers,5/29/1955,7/12/1986
Florian,Soicher,8/28/1952,1/18/1986
Georgi,Peris,4/25/1955,3/13/1986
Duke,Takanami,11/13/1955,8/30/1988
Domenick,Cummings,7/26/1955,9/25/1986
Hatem,Ghandeharizadeh,5/30/1955,11/19/1986
Gad,Krone,11/15/1952,5/4/1987
Ramachenga,Zumaque,4/16/1952,10/22/1985
Sasan,Benantar,9/30/1954,3/25/1986
Mohd,Randt,5/30/1955,12/24/1986
Kirk,Broomell,4/16/1953,12/31/1988
Domenico,Versino,10/21/1953,4/15/1986
Zijian,Serna,8/2/1955,7/28/1986
Vojin,Masaki,10/24/1952,1/10/1987
Shigeichiro,Bamford,12/27/1953,4/26/1986
Gila,Strooper,5/23/1953,12/16/1987
Ziva,Rohrbach,11/12/1954,3/14/1985
Sreekrishna,Dayana,6/13/1952,6/25/1988
Kiyokazu,Katiyar,4/17/1955,11/10/1987
Mads,Binkley,4/30/1954,2/26/1985
Leon,Stasinski,8/9/1953,6/9/1985
Yefim,Fontet,9/14/1953,5/14/1985
Akeno,Gustavson,7/5/1952,3/18/1988
JiYoung,Eppinger,11/3/1955,4/6/1985
Candido,Gecsel,11/1/1954,10/29/1987
Gou,Vandervoorde,6/9/1952,12/14/1985
Yakkov,Huttel,12/11/1954,11/13/1987
Munir,Stiles,12/2/1953,8/23/1986
Nikolaos,Radhakrishnan,3/24/1955,5/16/1987
Honesty,Bresenham,4/26/1953,8/24/1986
Ronghao,Stentiford,12/18/1953,5/26/1986
Charlene,Ebeling,5/7/1953,12/8/1985
Kazunori,Botman,3/6/1953,5/29/1986
Tesuya,Yurov,12/23/1953,1/13/1987
Evgueni,Yeung,3/28/1952,1/21/1988
Murthy,Burnard,3/2/1954,5/19/1987
Akhilish,Apsitis,10/31/1953,8/6/1986
Sangeeta,Marrakchi,9/5/1955,5/22/1985
Sanjit,Braccini,2/10/1955,10/26/1988
Hirochika,Gecseg,10/28/1952,6/12/1985
Xiong,Peron,3/18/1952,5/30/1988
Hongzue,Dahlbom,12/28/1954,5/29/1986
Shigenori,Millington,4/10/1952,12/15/1988
Bezalel,Sadowsky,4/1/1952,12/12/1987
Valdiodio,Petereit,3/29/1953,11/4/1985
Berhard,Tasistro,4/1/1955,2/20/1986
Ewing,Siepmann,11/14/1953,7/12/1987
Nishit,Montemayor,3/7/1952,1/19/1987
Fay,Kornyak,6/8/1954,7/22/1987
Qingxiang,Rijsenbrij,7/19/1953,12/7/1987
Christoph,Murthy,8/24/1954,9/26/1988
Marin,Wixon,1/25/1955,1/5/1988
Anoosh,Thiran,5/18/1952,12/12/1985
Heping,Ruther,1/1/1953,2/27/1987
Bodh,Gopalakrishnan,10/17/1953,2/17/1987
Richara,Bala,7/4/1954,12/12/1986
Gudjon,Hitomi,10/1/1954,1/4/1987
Gill,Hinsberger,10/22/1954,3/31/1987
Weiru,Murtafg,5/1/1952,12/28/1985
Rafail,Erman,2/8/1954,4/10/1985
Cathie,Berztiss,5/1/1952,3/19/1985
Xuedong,Gelosh,2/22/1955,2/13/1988
Sandeepan,Compeau,6/14/1955,10/17/1987
Radhika,Garnick,1/23/1954,4/3/1985
Takahiro,Feldmann,4/3/1953,5/9/1985
Yuguang,Vickson,3/4/1954,7/14/1988
Yifei,Polupanov,11/12/1952,2/9/1987
Akhilish,Zweizig,2/9/1953,10/17/1985
Matk,Schapire,2/11/1952,11/30/1986
Mabhin,Schwabacher,10/21/1952,4/19/1985
Ziyad,Munke,6/21/1955,9/10/1985
Aemilian,Barbanera,11/15/1955,8/27/1986
Aria,Milicia,6/26/1954,3/31/1987
Danai,Vecchio,2/21/1954,9/3/1988
Quingbo,Mitchem,9/11/1952,10/22/1987
Shay,Montemayor,9/26/1952,2/22/1988
Yurii,Papsdorf,5/18/1955,3/12/1988
Danai,Wilfing,8/27/1953,1/19/1987
Vasilis,Guardalben,12/27/1953,1/18/1987
Jacqueline,Erdmenger,3/3/1954,2/6/1987
Junichi,Langford,8/22/1953,3/7/1985
Lorien,Panwar,7/9/1955,11/14/1988
Leen,Muchinsky,4/25/1954,10/4/1987
Denis,Back,4/6/1955,7/29/1985
Ronnie,Rissanen,2/14/1954,6/13/1985
Matk,Merro,8/15/1954,2/2/1987
Neven,Milicia,9/29/1952,6/6/1987
Abdulah,Famili,11/10/1954,5/18/1987
Shmuel,Danlos,8/5/1952,8/30/1985
Arnd,Hopewell,8/15/1955,8/25/1987
Xuejia,Merle,7/3/1954,7/25/1986
Mario,Weiland,9/11/1952,11/7/1986
Demin,Alpin,6/20/1955,3/1/1986
Shrikanth,Pietrzykowski,11/22/1955,12/22/1985
Candida,Fordan,5/27/1952,5/15/1985
Arumugam,Ramsay,4/2/1954,2/28/1986
Yongmin,Gihr,6/1/1952,6/3/1988
Shaunak,Tyugu,4/25/1952,6/23/1986
Shigenori,Chaudhuri,4/15/1955,2/25/1988
Fan,Mullainathan,12/7/1953,3/11/1985
Yurii,Brookman,8/9/1954,7/5/1985
Muneo,Katiyar,6/15/1954,9/4/1988
Mingzeng,Weisert,10/21/1953,8/31/1988
Macha,Griswold,8/7/1955,4/4/1987
Youngkon,Nooteboom,12/11/1954,11/2/1985
Shir,Serra,12/1/1955,2/1/1986
Valeri,Henders,4/29/1953,6/14/1987
Kenroku,Hardjono,3/4/1955,9/15/1986
Leni,Vilarrasa,6/29/1952,4/25/1986
Kitty,Rissanen,6/15/1954,9/2/1986
Pantung,Keustermans,9/20/1952,6/23/1988
Chirstian,Munawer,10/8/1954,8/12/1985
Makato,Belinskaya,5/23/1953,2/4/1987
Abdelghani,Irland,9/9/1953,8/31/1988
Genevieve,Lichtner,8/11/1953,7/23/1986
Murthy,Verhoeff,9/22/1952,7/15/1986
Tuval,Merle,7/27/1953,6/13/1985
Gully,Staudhammer,11/17/1954,10/12/1987
Karlis,Vigier,1/28/1953,8/13/1988
Jinya,Bratsberg,9/21/1954,9/25/1988
Gunilla,Moffat,3/11/1955,4/9/1985
Yurij,Turnbull,2/4/1954,8/7/1986
Frederique,Hofmeyr,9/24/1953,6/5/1986
Rosita,Dulli,9/30/1954,8/27/1986
Shahab,Keohane,3/9/1952,8/8/1988
Cathie,Uhrik,10/5/1955,10/25/1986
Kien,Marletta,4/21/1952,7/8/1988
Pradeep,Neiman,7/22/1953,1/9/1987
Makato,Tsukuda,8/12/1953,5/10/1987
Annemarie,Papastamatiou,12/1/1953,8/23/1985
Berthier,Deverell,9/18/1954,4/5/1987
Behnaam,Krybus,6/10/1952,2/6/1988
Kauko,Spieker,5/26/1954,4/6/1986
Emdad,Coorg,1/13/1955,3/10/1985
Lein,Halevi,7/16/1954,4/20/1987
Xuejia,Denti,7/6/1955,3/7/1986
Prodip,Mandelberg,10/31/1955,12/28/1987
Mostafa,Winter,2/11/1952,9/25/1985
Vasilis,Swab,8/17/1952,8/25/1988
Thanasis,Zucker,1/22/1953,2/26/1987
Adib,Braccini,11/6/1952,3/19/1986
Mingdong,Ramalingam,12/15/1953,4/24/1986
Eran,Schauser,11/12/1952,9/25/1985
Bernt,Henders,6/4/1954,2/25/1987
Faiza,Cincotta,10/2/1953,8/14/1987
Kazuhiro,Chvatal,4/4/1952,6/25/1987
Feiyu,Kusalik,8/11/1952,1/6/1986
Radhia,Heping,10/3/1953,4/19/1985
Mantis,Passafiume,2/16/1954,10/17/1986
Vatsa,Broomell,2/7/1955,12/23/1987
Toshimo,Mellouli,4/5/1952,8/14/1985
Owen,Katiyar,1/29/1954,7/30/1988
Josyula,Vitiello,5/2/1953,9/24/1988
Bingning,Picaronny,9/18/1952,6/30/1987
Tsuneo,Lienhardt,10/31/1953,5/30/1985
Tru,Cappelletti,9/19/1954,3/2/1986
Hatem,Schreiter,10/17/1953,5/2/1985
Chirstian,Matzov,12/26/1953,4/29/1985
Matt,Stifter,9/22/1952,1/30/1988
Alejandro,Impagliazzo,12/15/1952,11/18/1986
Guangming,Suessmith,6/22/1953,10/15/1986
Jianhua,Glowinski,10/4/1952,7/14/1988
Shuji,Wissmann,1/14/1954,8/31/1986
Toshimo,Kenevan,7/23/1952,10/6/1986
Zhilian,Fiutem,12/17/1953,4/27/1985
Tonny,Sherertz,11/7/1954,6/20/1985
Hilary,Ramaiah,4/2/1952,6/7/1988
Mandell,Varker,10/3/1954,5/28/1986
Xiaocheng,Prochazka,2/19/1955,9/30/1986
Ebbe,Hedayat,9/20/1954,10/1/1986
Rutger,Minakawa,3/4/1953,5/8/1988
Isaac,Luiz,3/3/1955,2/11/1986
Sakthirel,Belinskaya,3/9/1952,3/3/1986
Kotesh,Bernini,12/4/1954,3/4/1986
Sukumar,Morrin,10/27/1954,8/28/1988
Adamantios,Baezner,10/15/1955,3/9/1987
Susanna,Murillo,9/12/1953,12/6/1987
Sanjit,Beidas,7/3/1954,3/23/1986
Oguz,Angelopoulos,12/25/1955,11/29/1986
Atreyi,Monkewich,6/18/1952,7/20/1987
Oldrich,Vickson,8/15/1952,1/5/1987
Vidya,Hanabata,5/25/1953,9/3/1987
Jiong,Shanbhogue,8/24/1953,6/7/1988
Somnath,Kaminger,11/3/1954,11/29/1987
Sasan,Schrooten,12/14/1952,12/10/1985
Adhemar,Pelz,12/6/1952,3/31/1986
Uzi,Casperson,8/4/1952,12/14/1987
Jasminko,Brookner,10/14/1954,3/19/1986
Francesca,Taubman,4/21/1953,5/28/1985
Chriss,Wroclawski,4/23/1954,6/27/1985
Geoff,Lorie,9/16/1952,7/1/1988
Lein,Goodrum,4/24/1953,2/22/1986
Satyanarayana,Rosar,1/31/1953,5/7/1986
Brewster,Szmurlo,10/10/1953,8/11/1988
Tse,Puppe,6/8/1954,5/13/1987
Kazuhiko,Fendler,5/27/1954,9/17/1988
Sanjai,Genin,2/14/1952,5/16/1985
Yechiam,Junot,11/30/1955,6/2/1988
Kristinn,Hitomi,5/16/1953,10/29/1987
Claudi,Cairo,4/30/1955,6/6/1986
Ult,Pesch,9/2/1953,1/12/1986
Moni,Baezner,6/19/1954,8/5/1985
Dayanand,Danlos,3/11/1953,4/15/1988
Gregory,Beerel,8/22/1954,3/29/1987
Demin,Irland,5/18/1953,10/5/1986
Mabo,Radhakrishnan,9/10/1954,4/14/1985
Constantino,Journel,4/12/1954,4/30/1985
Gully,Mitchem,9/22/1953,3/13/1986
Kristian,Dulin,3/13/1954,4/4/1986
Limsoon,Tramer,3/10/1953,5/26/1985
Shichao,Demian,1/23/1954,6/21/1986
Godehard,Orlowski,3/22/1953,12/31/1985
Alair,Panangaden,8/13/1955,10/8/1986
Shridhar,Baak,7/29/1955,6/6/1986
Yefim,Karnin,8/3/1955,6/13/1986
